fen,evaluation
r2qkb2/ppp1pp1r/n5pn/3p1bPp/PP6/2PP4/4PP1P/RNBQKBNR,92
r1bqkb1r/pp2n1pp/7n/2Pppp2/8/N3PN1P/PPP2PP1/R1BQKB1R,133
rnbqkbnr/1ppppp2/p5p1/7p/P1P2P2/8/1P1PP1PP/RNBQKBNR,-34
rnbqkbnr/p1p1pppp/1p1p4/8/1P2P3/N7/P1PP1PPP/R1BQKBNR,-64
rnb1kb1r/1ppq3p/3p1pp1/p3pnB1/2PPP3/1P3NP1/P3QP1P/RN2KBR1,-227
2bqk1nr/rppp1p1p/2nb2p1/p3p3/3P4/BP3P1P/P1P1P1P1/RNQ1KBNR,-10
rnbqkbnr/1p2pp1p/3p2p1/p5N1/1pP5/1Q6/P2PPPPP/RNB1KB1R,-182
rnb1kbnr/pp1ppppp/2p5/8/5q2/2P2N1P/PP1PPPP1/RNBQKB1R,118
rnbqk2r/ppppppbp/6pn/8/P4P2/4P3/RPPP2PP/1NBQKBNR,-95
rn1q1bnr/p5pp/b3p1kB/1p3p2/1PpP3P/N7/P1P1PPP1/3RKBNR,-686
rn2kbnr/pb2q1pp/2p2p2/1p1pB3/P2PP2P/R4N2/1PP2PP1/1N1QKB1R,-119
rnbqkb1r/4p1p1/p1pp1p1p/Q2P4/1p6/P7/NP1PPPPP/1RB1KBNR,475
rnb1kbnr/pp1p1ppp/4p3/2p3q1/4P3/6PP/PPPP1P2/RNBQKBNR,114
r1bq1bnr/pQ2pppp/n3k2B/2pp4/8/2PP2P1/PP2PP1P/RN2KBNR,-577
rnbqk1nr/ppp2ppp/8/2bpp3/1P4P1/N7/P1PPPPBP/R1BQK1NR,360
rnbqkb2/p1pppppr/5n1p/1p1P4/8/4PP2/PPP3PP/RNBQKBNR,117
rnbk1bnr/p1pp1pp1/1p6/7p/3P1pB1/2NQ1Nq1/PPPKP2P/R1B4R,518
rnbqkbnr/pp1ppp1p/8/2p3p1/3P4/5NP1/PPP1PP1P/RNBQKB1R,24
r2qkbnr/1pp1pppQ/3p4/2P5/pP1n4/4P2b/P2P1PPP/RNB1KB1R,-635
2bqkb1r/pr1p1p1p/2n2np1/1Np1p3/2P5/4PNP1/PP1PKP1P/R1BQ1B1R,-271
rnb1qbnr/p1kp2p1/1p3p1p/2p1p3/1PNP4/B1P4P/P3PPPR/RQ2KBN1,-117
rnb1k2r/1ppp1ppp/p6n/4p1q1/1b3PP1/P1PP4/1P2P2P/RNBQKBNR,740
rn1qkbnr/1bpp1pp1/p3p2p/1p6/1P1P4/B7/P1P1PPPP/RN1QKBNR,-175
rnbq1bnr/pppk1ppp/3p4/4p3/8/NP1P1P2/P1P1P1PP/R1BQKBNR,-82
rn2k1nr/pbpp2bp/1p3qp1/P3p3/1P1P1p1P/5N2/2P1PPP1/RNBQKBR1,142
1n1qkbnr/r2pppp1/bpp4p/p7/P7/6P1/1PPPPP1P/RNBQKBNR,37
r2q1b1r/p1ppk1pp/npbnpp2/8/1PP1P3/B1N2P2/P2PB1PP/R2QK1NR,441
r1b1kbnr/pp1p1p2/2n1q3/2P1P1pP/8/P2P3N/2P1P2P/RNBQKB1R,8
rnbqkb1r/1p1p1pp1/5n1p/p1p1p3/1P3P2/P3K3/1BPPP1PP/RN1Q1BNR,-279
rnbqkbnr/1pppp2p/8/p5p1/2P3p1/4PP2/PP1PB2P/RNBQK1NR,-4
rn1qkb1r/pppbn3/4p3/3p1ppp/1PP5/B2PNN2/P3PPPP/R2QKB1R,-3
rnbqkbnr/p2ppppp/1pp5/8/8/2NP3N/PPP1PPPP/R1BQKB1R,-5
r2qkb1r/3bpppp/2np3n/ppp1PQ2/P7/5P1P/1PPPB1P1/RNB1K1NR,-761
r1b1kbnr/pp1ppp1p/2q5/2p1n1p1/5P2/3P2PP/PPP1Q3/RNB1KBNR,-274
rn2kbnr/p2ppppp/3q4/Ppp2P2/3P3P/5b2/1PP1P1P1/RNBQKBNR,397
1rbqkb1r/1p1pppp1/2n5/2p4p/pP1N4/3P2n1/PBP1BP1P/RN1QK1R1,-374
r4bnr/p1ppqkp1/b3pp1p/1p6/1n1P1BNP/N7/PPP1PPP1/1RQ1KBR1,-175
rnb1kb1r/pp1pqppp/2p2n2/4p3/6PP/3PB3/PPP1PP2/RN1QKBNR,-226
rnbqkb1r/pppppppp/8/8/5Pn1/2NP4/PPP1P1PP/R1BQKBNR,47
r2qkbnr/pp1np1pp/3pbp1B/1Np1P3/P1P5/3P1P2/1P4PP/R2QKBNR,-416
rnb2knr/pppqpp1p/7b/3p2p1/4P1P1/1PP5/P2P1PBP/RNBQK1NR,143
r1b1kb1r/pp2p1pp/nq3p1n/2pp4/N2P2PP/5N2/PPPKPP2/R1B1QB1R,605
r1bqkbnr/ppp2p1p/3pp3/1N4p1/Q2nP3/2P3P1/PP1P1P1P/1RB1KBNR,559
r1bqkbnr/1p2pppp/p1n5/2pp4/5P2/PPP4P/3PP1P1/RNBQKBNR,-319
2b2bnr/rpp1pkpp/8/p2Nnp2/P5qP/N1P2P2/1P1PP3/R1BQKB1R,795
1rbqkbnr/pp1npp2/3p3p/2p3pQ/PP4PP/2N1P3/2PP1P2/R1B1KBNR,138
r2qkb1r/ppp1pp1p/n2p3n/3N2p1/5P2/3P3P/PPP1P3/R1BQKBNR,325
r1bqkb1r/2pnpp1p/pp5n/3p1Pp1/3P4/P6N/1PPBP1PP/RN1QKB1R,65
1rbqk1nr/ppnpb1p1/2p1pp2/7p/2BPPB2/N4PPP/PPP5/R2QK1NR,18
1n1qkb1r/r1p1pppp/bp5n/p7/2B1p1P1/N1P5/PP1PNP1P/R1BQK2R,-225
r1bqkbnr/pppp2p1/n3p3/5p1p/5PQ1/4P1P1/PPPP3P/RNB1KBNR,35
rnbqkrn1/ppp1ppbp/3p2p1/8/5PP1/4P2N/PPPPBK1P/RNBQ3R,-140
rnq1kbnr/4p1pp/pppp4/3b1p2/1P4PP/N1P2P1R/P3PK2/R1BQ1BN1,-246
rnbqkb1r/1ppppp1p/5n2/p5p1/Q1P4P/8/PP1PPPP1/RNB1KBNR,294
rnbqkb1r/pp2pp2/3p1np1/2p4p/PP6/8/2PPPPPP/RNBQKBNR,-35
r1bq1bnr/p1p1kpp1/n6p/1p1pp3/4P3/P6N/1PPP1PPP/RNBQKBR1,153
1rbqkb1r/pppppppp/n6n/1P6/8/N3P3/P1PP1PPP/R1BQKBNR,86
rn2kb1r/pp3ppp/2q1b2n/2p1Q3/P3pN2/3P3P/1PP2PP1/RNB1KB1R,282
1nbqkb1r/rpppn1pp/p3pp2/8/6P1/P1N2N2/1PPPPP1P/1RBQKBR1,18
rn1qkbnr/p1pp1p1p/1p2p1p1/8/2P1bP2/NP2P3/P2P2PP/R1BQKBNR,7
rn1qkb1r/1p2pp2/p1p2n2/3P1bpp/1P1P1P2/N7/P2QP1PP/R1B1KBNR,-200
rnbq2k1/pppp1r1p/3b1ppn/4p3/PPPP3P/B4N2/4PPP1/RN1QKB1R,182
rn1qkbnr/2pbp2p/1p1p4/5pp1/pP1PQ3/2N1PP2/P1P3PP/R1BK1BNR,-667
rn2kbnr/p2qpp2/b1p3pB/3pP2P/p2P4/7N/1PP2P1P/RN1QKB1R,58
rnbqkb1r/pp1ppppp/2p4n/8/3P4/N7/PPP1PPPP/1RBQKBNR,5
1rbqkb1r/p1p2ppp/1pPnpn2/1P1p4/2Q2NP1/8/P2PPP1P/RNB1KB1R,-682
rnb1kbnr/pp3ppp/2ppp3/8/1P3P1q/B1P3PN/P2PP2P/RN1QKBR1,717
r1bqkbnr/1ppppp2/2n4p/p2N2p1/3P4/4BN2/PPP1PPPP/R2QKB1R,-29
rnbq1bnr/ppppp3/7p/3k2p1/P2N1p2/N2P4/1PP1PPPP/R1BQKB1R,402
rnb1kbnr/pp1p2pp/2p1p3/2q2p2/1PP5/P3P3/R2P1PPP/1NBQKBNR,735
1n1qkbnr/2p2p1p/rp1p2p1/pN3b2/5P2/1Q4P1/PP1PP2P/R1B1KBNR,-95
rnbqk1r1/pp1p2pp/3b1p1n/2p1p1P1/7P/1P3N2/P1PPPPBR/RNBQK3,238
rnbqkbnr/1p1ppppp/p1p5/8/1P6/2P3P1/P2PPP1P/RNBQKBNR,-56
rnbqkb1r/p1p1pp2/8/1p1pNnpp/3P4/1P4N1/P1P1PPPP/R1BQKB1R,243
rnbqkbnr/pp1p4/4p1pp/2p2p2/4P2P/1PPP1P2/P5P1/RNBQKBNR,-79
rnbqkbnr/1pppppp1/7p/p7/5QP1/3P4/PPP1PPBP/RNB1K1NR,-22
rnbqkb1r/1pppppp1/5n1p/8/p1P2P2/4Q3/PP1PP1PP/RNB1KBNR,-178
rnb1kb1r/p2pp1pp/1qp2p2/3n1P2/3PP1P1/1P1B3P/PP1N4/R1BQK1NR,116
rnb1kbnr/p2ppppp/8/qpP5/6P1/8/P1PPPP1P/RNBQKBNR,136
rnbqk1nr/ppppppb1/7p/6p1/2P5/P4N2/1P1PPPPP/RNBQKB1R,20
r1bqk1r1/2pnppb1/1p3n1p/pB4p1/1P2P3/P5P1/2PP1P1P/RNB1K1NR,-667
rnbqkbnr/3pp1pp/8/p1p2p2/p2N4/NP1P4/2P1PPPP/R1BQKB1R,42
r1b1kbnr/1p1p1ppp/p1n5/2p5/1q4P1/8/PPPPPP1P/1RBQKBNR,-590
rnbqkbnr/ppp2p1p/3p2p1/4p3/8/2N2NP1/PPPPPP1P/R1BQKB1R,59
rnbq1b1r/ppppp1pp/5k2/5p2/2P1P1n1/NP6/P2PKPPP/R1BQ1BNR,254
1nbqkbnr/1pp1pp1p/r2p4/pN4p1/3P4/4P3/PPP1KPPP/R1BQ1BNR,46
rnb1kbnr/pppp1ppp/8/4p1q1/5P2/2N4P/PPPPP1P1/R1BQKBNR,-9999
r2q1bnr/pppkp1p1/n3b3/3P1p2/2PP3p/P7/RP2NPPP/1NBQKB1R,370
rnbqkbnr/pppp1p1p/4p3/6pP/PP6/2N5/2PPPPP1/R1BQKBNR,-72
rnbqkb1r/ppp1pppp/8/3p4/P3n1P1/2P2N2/1P1PPP1P/RNBQKB1R,-190
rnbqkb1r/1ppppppp/p6n/8/3P4/7N/PPP1PPPP/RNBQKBR1,3
rnb1kb1r/ppp1pppp/5nq1/1P1p2P1/P7/3P4/2P1PP1P/RNBQKBNR,18
rn2kbnr/ppp1pppp/2b1q3/3p4/2PPP3/P4NP1/1P1K1P1P/RNBQ1B1R,-168
rnbqkb1r/pppp1p1p/7B/4p3/3Pn3/5N1P/PPP1P1P1/RN1QKB1R,89
rnbqkbnr/p2p1ppp/2p5/1p2p1N1/8/2P5/PP1PPPPP/RNBQKB1R,-25
rn1qkbnr/pp2pppp/2p5/3p4/2N3b1/6PP/PPPPPP2/R1BQKBNR,-74
rnbqkb1r/ppppp1pp/5p1n/8/P7/4PP2/1PPP2PP/RNBQKBNR,-30
1nbqkbnr/1pppp2p/r1B5/p4Pp1/8/8/PPPPPP1P/RNBQK1NR,250
rnbqkbnr/1ppp2p1/p3p2p/5p2/3P2P1/4P2P/PPPK1P2/RNBQ1BNR,-66
r1bq1bnr/pp1pk1pp/4p3/n1p2p2/1P6/P1P4P/2QPPPPR/RNB1KBN1,375
rnbq1b1r/1pppp1pp/4k2n/pN3p2/5P2/1P3N2/P1PPP1PP/R1BQKB1R,457
rnb1k1nr/1ppp2pp/8/p3q3/2P1ppPP/BP1PbP2/P3P3/RN1QKBNR,-234
rnbqkb1r/pppp3p/6pn/4pp2/2P1P3/7N/PP1PKPPP/RNBQ1B1R,-35
rnbqkbnr/1pppp2p/p4p2/6p1/P6P/6P1/1PPPPP2/RNBQKBNR,300
rnbqkb1r/pp1pnpp1/2p5/4p2p/4P2P/N1P5/PP1P1PP1/1RBQKBNR,-76
rnbqkbr1/p1ppp2p/1p5n/6pP/2P3p1/1Q5R/PP1PPP2/RNB1KBN1,-215
rnbqkbnr/p1p1pppp/3p4/1p6/6P1/2P2P2/PP1PP2P/RNBQKBNR,-74
rnbqkbnr/p1pppppp/1p6/1N6/8/5P2/PPPPP1PP/R1BQKBNR,47
r1bqkbn1/pp1pppr1/6p1/7p/Pnp1PPP1/2P4P/1P1P4/RNBQKBNR,409
r2qkbnr/p1p5/n4ppp/1p1pp3/2P5/PP3PPb/3PP1BP/RNBQKR2,136
rnbqk1nr/p6p/1p1p3b/1Np1pp2/6p1/3P2PN/PPP1PPRP/1RBQKB2,-191
rnbqkb1r/ppp1pppp/3p4/8/1N6/5NP1/PPPPPP1P/R1BQKB1R,618
rnbqkbnr/p1ppp1pp/5p2/1p6/8/1PN5/PBPPPPPP/R2QKBNR,94
r1bq1bnr/pppkppp1/n2p3B/8/7P/3P1P2/PPP1P1PR/RN1QKBN1,-426
r1bqkbnr/1ppp2p1/n3pp2/p6p/1P1P2PP/N4N2/P1P1PP2/R1BQKB1R,-23
rnb2b1r/ppppkppp/4p1qn/1N6/3P1P2/2P1B2P/PP2P1P1/1R1QKBNR,15
rnbqk1nr/pp2ppb1/2pp2pp/8/4P2P/2PP1P2/PP3KP1/RNBQ1BNR,-92
rnb1k1nr/1ppp1ppp/p7/3q4/2PpP3/bP3Q2/P3KPPP/R1B2BNR,517
r2qkbr1/pppbpppp/8/1B1pP3/1n4n1/2P5/P2P1PPP/RNBK2NR,-918
r1bq1b1r/1p1ppk2/P4npp/n1p5/7P/2P5/P2PPPP1/RNBK1BNR,-704
1rbq1bnr/pppp1kp1/n6p/4p3/1P3p1P/2P4R/P2PPPP1/RNBK1BN1,-753
rnbqkb1r/ppp1pppp/3p1n2/8/2P5/P7/RP1PPPPP/1NBQKBNR,-32
2bqkbnr/r1ppppp1/2n4p/pp6/8/1P5N/P1PPPPPP/RNBQKBR1,22
rnb1kbn1/1pp2pp1/p3p1qr/3p3p/5PPP/PPP5/3PP1B1/RNBQK1NR,94
r1bqkbnr/ppppp3/2n2pp1/2BP3p/8/1P6/P1P1PPPP/RN1QKBNR,33
rnbqkbnr/p1p1p2p/3p4/1p2Bpp1/1P6/P7/2PPPPPP/RN1QKBNR,-403
rnbqk1r1/ppppn1p1/5p2/3Bp3/6p1/3PP3/PPPbQP1P/R1BK2NR,-1
rnbqkbnr/ppp1pp2/3p4/6pp/7P/P5P1/1PPPPP2/RNBQKBNR,241
rnbqkbnr/1p1p2pp/2p5/p3pp2/5P2/NP2PN2/P1PP2PP/R1BQKB1R,232
1n1qkbnr/rpp1pp1p/p5p1/3p1b2/5PP1/4P3/PPPPK2P/RNBQ2NR,-169
rnbqkbnr/ppppp3/5p2/6pp/P1N5/8/1PPPPPPP/R1BQKBNR,125
1rbqk2r/1pppn1p1/p1nbpp1B/7p/4P3/2NP1P2/PPP3PP/2RQKBNR,259
rn1qkbnr/ppp1pppp/8/3p1b2/8/NP6/P1PPPPPP/1RBQKBNR,-159
r1bqkb1r/2ppp1p1/ppn4n/1P3pN1/2P4p/5P2/P2PP1PP/RNBQKB1R,-158
rn1qkb1r/p1pp1p1p/1p1B1np1/3N4/P1b3P1/1P1p4/2P1PP1P/R2QKBNR,-86
r1bqkbnr/1pp1pppp/p1np4/8/1P4P1/8/PBPPPP1P/RN1QKBNR,-161
rnbqkbnr/1pp2pp1/p2p3p/P3p3/6P1/2P5/1P1PPP1P/RNBQKBNR,-110
rnb1k1nr/2pp2pp/1p2pp2/p1P5/P5q1/2P2N1P/4PPP1/RNBQKB1R,574
r1bqkbnr/p3n3/2ppp3/5ppp/2P5/P3P3/RPQP1PPP/1NB1K1NR,-483
r1bqkbnr/pppppppp/8/8/3P4/1P5N/n1PNPPPP/R1BQKBR1,478
rn1qkbnr/1p5p/2p1pp2/p2p4/P3PPbp/7R/1PPP2P1/RNBQKBN1,557
rnb1kbnr/2p2pp1/1p1q4/p2pp2p/4P3/5N2/PPPPKPPP/RNBQ1BR1,-206
rnbqkbnr/ppppp1p1/5p2/6N1/6Pp/8/PPPPPP1P/RNBQKB1R,-31
r1q1kbnr/p1pnpp1p/8/1p1p2p1/1P2P1bP/2N5/P1PPQPP1/R1B1KBNR,-487
r1bqkbnr/pp1pp1p1/n6p/2p2p2/8/1P1P2P1/P1PBPP1P/RN1QKBNR,44
rnbq1br1/2ppkp2/1p3n2/p3p1pp/1PPP1P2/N3P1P1/P4K1P/R1BQ1BNR,48
rnbq1bnr/pppppkpp/5p2/8/2P5/P4N2/1P1PPPPP/RNBQKB1R,196
rnbqkb1r/1pp1pppp/3p3n/p7/3P1P1P/8/PPP1PKP1/RNBQ1BNR,-135
rnbq1bnr/3p1kpp/p3p3/1pp2p2/Q5PP/N1P5/PP1PPP2/R1B1KBNR,-15
rnbqkbnr/p3pp1p/1p4p1/2p5/1P1p2P1/2P4N/P2PPP1P/RNBQKB1R,-241
rnb1kbr1/1ppp2p1/4p3/pN3p1p/6nq/Q1PPP1P1/PP3PBP/R1B1K1NR,658
rnbqkb1r/ppp1n2p/3pppp1/8/4P1P1/3P3P/PPP1BP2/RNBQK1NR,20
rnb1kbnr/pp1qpppp/3p4/8/P1p1P3/1PN3P1/2PPKP1P/1RBQ1BNR,76
r1bqkbnr/p1pppppp/n7/1p4P1/5P2/8/PPPPP2P/RNBQKBNR,-47
rnbqk2r/pp1pppbp/6pn/2P5/8/B3P2N/P1PP1PPP/RN1QKB1R,-278
rnbqkbnr/1p1p2pp/2p1p3/p4p2/1P4P1/N1P5/P2PPP1P/R1BQKBNR,-84
r1bqkbnr/ppppp1pp/2n5/5p2/P7/5P2/1PPPP1PP/RNBQKBNR,-123
rnbqkbnr/1pp1p2p/p4p2/3p2p1/1PB5/N3P2P/P1PP1PP1/R1BQK1NR,-237
r1bq1bnr/1pp1p1kp/p1np4/2P3p1/5pPP/P1N5/1P1PPPB1/R1BQ1KNR,235
r1b1kbnr/1pp3pp/3q4/p2p1p2/Pn1pPNP1/1PN5/1BP2P1P/R2QKB1R,-187
rnb1kbnr/pp1pp1p1/2p5/P4pNp/8/6P1/P1PPPP1P/RNBQKB1R,680
rnbqk2r/1pp2ppp/4p2n/p2p4/P3P3/b4PPB/1PPPK2P/RNB1Q1NR,483
rnbqkb1r/1p1ppp1p/p7/2pn2p1/3P1P2/1P5N/P1P1P1PP/RNBQKB1R,251
rnbq1bnr/pBppkppp/4p3/1p6/6P1/5N2/PPPPPP1P/RNBQK2R,486
r1b1k1nr/pp1p1pbp/n3p1p1/2p1P3/1qQP4/P5P1/1PP1KP1P/RNB2BNR,596
r1bqkbnr/ppp3pp/5p2/1Nnp4/3NpP2/8/PPPPPKPP/R1BQ1B1R,-165
r1b1k1nr/pppp1ppp/2n5/2b1p2q/5N2/NP1P4/P1P1PPPP/R1BQKB1R,521
r1bqkbr1/pppppppp/n7/7n/2BP2PP/4P3/PPP2P2/RNBQK1NR,241
1rbqkbnr/ppp1ppp1/6Qp/3pP3/3P3P/1P6/1BP2PP1/RN2KBNR,-465
rnbqkbr1/p1pppp2/1p5n/6pp/8/P4PP1/1PPPP1BP/RNBQ1KNR,90
rnbqkbnr/1ppp1p1p/8/p3p1p1/P7/4P3/RPPP1PPP/1NBQKBNR,-66
r1bqk2r/pppp2pp/2n4n/5p2/4P2P/1P2bN2/P1PNPPP1/R1BQKB1R,-260
rn1qkb1r/p2ppp1p/b1p5/1p3Pp1/8/1PnPP2P/P1P3P1/R1BQKBNR,-726
r1bqkbnr/1pp2p2/p7/3pp1pp/P2P4/2P1BP2/RP2PP1P/1N1QKBNR,306
rn1qkbnr/pppbpppp/8/3p4/2PP3P/4PP2/PP4P1/RNBQKBNR,31
r1bqkbnr/ppppppp1/n7/6Np/8/N7/PPPPPPPP/R1BQKB1R,-83
rnbqkbnr/1pppp2p/5pp1/p7/3P4/4P3/PPP2PPP/RNBQKBNR,128
1nb1kbnr/3p1pp1/r1p4p/pp2p1q1/3PPP2/1P3QP1/P1PB3P/RN2KBNR,241
r2qkbnr/p1pp3p/b7/1pP1p1p1/P4p2/1Q1P3P/R2BPPP1/1N2KBNR,325
rnb1kbnr/ppppqpp1/7p/4p1N1/3P4/1P6/P1P1PPPP/RNBQKB1R,-458
rn1q1b1r/p1pkpppp/3pb2n/1p5P/P4P2/6P1/1PPPP3/RNBQKBNR,295
rnbqk1nr/p1ppp1b1/5p2/1p4pp/1PN5/P5PP/2PPPP2/RNBQKB1R,-339
r1bqkbn1/p1p1pp1r/1p1p2pp/3N4/P1Pn2P1/7P/1P1BPP2/RQ2KBNR,11
rn1qkb1r/1p2pp1p/2pp2pn/p4b2/2P2P2/5K1P/PP1PP1P1/RNB1QBNR,-201
1nbk1bnr/1p2pppp/2p5/r2p2N1/2P3P1/8/PB1PPP1q/RN1QKB1R,640
r1bqkbnr/1ppp2p1/p3pp1p/n7/QP3P2/P1P4N/3PP1PP/RNB1KB1R,417
rnbqk1nr/ppppppb1/8/6p1/3P3p/N7/PPP1PPPP/R1BQKBNR,92
rnbqkbnr/pppp2pp/5p2/4p3/5P2/3PB3/PPP1P1PP/RN1QKBNR,-86
rnb1kb1r/pp1p2pp/2p4n/q3pp2/5P1P/N1P5/1P1PP1P1/R1BQKBNR,-201
rnbqkb1r/4n1p1/p1ppp3/1p3pBp/3P3P/1Q6/PPPKPPP1/RN3BNR,83
1nbqk1nr/3pbp1p/r1p5/p5p1/3Q4/2P4P/PP1PPPP1/RNB1KBNR,183
2bqkbnr/rpppppp1/p6p/8/4PB2/2P2P1B/PP1Q1P1P/RN2K1NR,491
rnbqkbnr/ppppppp1/8/8/3N3p/2N5/PPPPPPPP/R1BQKB1R,-78
r1bqkbnr/1ppppppp/p7/8/3n3P/1P3P2/P1PPP1P1/RNBQKBNR,17
rnb1kbnr/ppp1ppBp/8/3p4/3P1q2/8/PPP1PPPP/RN1QKBNR,514
rnbqkbnr/1pp1pppp/p7/8/P1Pp4/2N5/1P1PPPPP/R1BQKBNR,-128
rnbqk2r/1p1pp1bp/p1p2p2/6p1/2PP2nP/1P6/PB1NPPP1/R2QKBNR,258
r1bq1bnr/p1ppp1p1/5pkp/Pp6/1PP1nP2/R3P1P1/3PN2P/1NBQKB1R,364
2r2bn1/pbqkpppr/nP1p4/2p4p/8/1PN1PNP1/P2P1P1P/R1BQKB1R,718
r1q1kbnr/ppp2pp1/2npp2p/1N3P2/2PP4/1P4P1/P3P1bP/R1BQKBNR,-219
rnb1kbnr/pp1ppppp/2p5/q7/4P3/6Q1/PPPP1PPP/RNB1KBNR,-22
rnbqkb1r/pppp1pp1/4p3/5n1p/8/P1PP2PP/1P2PP2/RNBQKBNR,36
rn2kb1r/2p1pppp/p2qb2n/1p1p4/7P/1P1P4/P1PKPPPR/RNB1QBN1,-545
r1bqkbnr/pppppp2/n5pp/8/8/2PP2PP/PP2PP2/RNBQKBNR,28
r1b1kbnr/pp3ppp/3pp3/2p1P3/1n5q/N6N/PPPPKPPP/R1BQ1B1R,-9999
r1bqk2r/1ppp1pbp/n3p1p1/p7/3PP1n1/2N2N1P/PPP2P2/R1BQKBR1,483
r1bqk2r/2pp1p1p/ppn3pn/2b1p3/3P3P/P3P1P1/1P3P2/RNBQKBNR,426
r1bqkbnr/1ppppppp/p1n5/8/P7/R1P5/1P1PPPPP/1NBQKBNR,-143
1rbqk1nr/p1pp2p1/n6p/1p2Pp2/8/NP2bK1N/P1PPP1PP/R1B1QB1R,-150
rn1qk2r/pp3p1p/3bbnp1/2ppQ3/2B4P/4P3/PPPPNPP1/RNB1K2R,-741
r1bqkbnr/ppp1p1p1/n2p4/6pp/2P5/5P1P/PP1PP1P1/RNBQKB1R,-364
rnb1kbnr/ppqpp1pp/2p2p2/8/P7/3PPP2/1PP3PP/RNBQKBNR,-53
rnbqkb1r/1ppp1p1p/5n2/3Np3/p5P1/1P2P3/P1PPBPP1/R1BQK1NR,-263
rnbqkbnr/pp2pppp/8/2pp4/7P/2P2N2/PP1PPPP1/RNBQKB1R,-52
rnbqkbnr/1pp1p1pp/p4p2/3p4/1PP1P3/8/P2P1PPP/RNBQKBNR,114
2bqk1nr/rp1ppp2/2p1n1pp/p7/P7/RPbPPQP1/1BP2P1P/3K1BNR,20
1rb1kbr1/ppqppppp/n7/2pN2P1/1P2P2n/2N4P/P1PP1P2/R1BQKB1R,561
rnb1kb1r/p1ppnp1p/1p4p1/4p1Nq/P3P3/2NP2P1/1PPQ1P1P/R1B1KB1R,-8
rnbqkb1r/p1ppNppp/1p6/4p2n/4P3/7N/PPPP1PPP/R1BQKB1R,-57
rnb1kbnr/1p5p/p1p5/1q1p1pp1/2P1pP2/NR2P1P1/1P1P3P/2BQKBNR,648
rnbqkb1r/ppppnppp/4p3/8/1P3PP1/7N/P1PPP2P/RNBQKB1R,-17
rnb2knr/pp1p1ppp/q1p1p3/8/P1P5/3P1P2/1P1NP1PR/R1BQKBN1,632
rn1qkb1r/ppp1pp1p/1n1p4/1P4p1/6b1/2PP4/P3PP1P/RNBQKBNR,-194
r1b1kb1r/2ppqp1p/n4n2/ppP1p1N1/8/P6P/1PQPPPP1/RNBK1B1R,-40
r1bqkbnr/1ppp1p1p/n3p1p1/p7/3PP3/5P2/PPPK2PP/RNBQ1BNR,-1
rnbqk1n1/pp1p4/3b3r/5ppp/4pPP1/P2P4/1PP1PKBP/RNBQ2NR,273
r2qkbnr/p1p1p2p/b1np4/1p4p1/1PPP1Pp1/B7/P3PK1P/RNQ2BNR,-251
rnbqkbr1/p1p2ppp/4p2n/1p1p4/2P2P2/P2P1N2/1P1KP1PP/RNBQ1B1R,-138
rnbqk2r/pp5p/2p1pp1n/3p2p1/Q1B5/3Pb1PN/PPP2P1P/RNB1K2R,-111
r1bqkbnr/p1pppppp/1p6/8/5B2/2PP1PP1/PP2n2P/RN1QKBNR,-422
rnb2b1r/2qpkpp1/p1p5/1p1np1Pp/1P2PP2/P2P4/1BPK3P/RN1Q1BNR,500
r1bqkbnr/pppnpp1p/8/3p2p1/1P6/5N2/PBPPPPPP/RN1QKB1R,12
r2q1bnr/1bpkppp1/2n5/1pPp3p/1Q3NP1/P7/1P1PPPBP/RNB1K1R1,218
r1bqk1r1/ppppppbp/n5p1/7n/5P1P/N2R1K2/PPPPP1P1/R1BQ1BN1,-483
rnB1k1nr/pp3ppp/5q2/2ppp3/8/P5P1/1PPbPP1P/RNBQK1NR,579
rnbqkb1r/p1pppppp/1p5n/8/5P2/6P1/PPPPP1BP/RNBQK1NR,27
rnbqkbnr/pppp1p1p/4p3/8/P4PpP/8/1PPPP1P1/RNBQKBNR,-44
2b2bnr/rp1kpppp/n2q4/P1pp4/6P1/N4P2/P1PPP2P/R1BQKBNR,167
1rbqkb1r/npp4p/p2pp1pn/5p2/P2PP3/1PN4P/2P1NPP1/1RBQKB1R,30
rnbqkb1r/ppppp1pp/7n/5p2/1P6/N6N/P1PPPPPP/R1BQKB1R,-39
rnbqkbnr/ppppp1pp/8/5p2/2P3P1/8/PP1PPPBP/RNBQK1NR,242
2bqkbnr/rpppp2p/2n3p1/p4p2/2P5/N2P3N/PPQ1PPPP/1RB1KB1R,48
r1bqkb1r/ppp1pppp/n2p4/8/4P1nP/8/PPPPNPP1/RNBQKBR1,35
rnbq1b1r/pppkpp2/5np1/3p3p/1P6/P2PP3/2PN1PPP/R1BQKBNR,98
rnbqkbnr/1pp1ppp1/8/p2p4/1PB4p/P3PN2/2PP1PPP/RNBQK2R,-30
rnb1kbnr/2p3pp/p2q1p2/1p2pN2/2p5/1P4P1/P1NPPP1P/R1BQKB1R,642
1nbqkbnr/3p2pp/3p1p2/p1p3r1/1P4P1/2P2P2/P2PP1BP/R1BQK1NR,-142
rnbqk1nr/p2p1p1p/4p1p1/1p6/2p1P3/b1NQ4/PPPP1PPP/R1B1KBNR,354
3r1bnr/pppkpppp/n3q3/3p4/1P3Pb1/B2P1N1P/P1PQP1P1/RN2KB1R,-12
